---
0001
0163	DE-996	Hochschule für Musik, Theater und Medien Hannover, Bibliothek 
0164	DE-916	Ostfalia Hochschule für angewandte Wissenschaften, Bibliothek, Wolfenbüttel
0165	DE-834	HBK Braunschweig
0168	DE-Bst1	Forschungszentrum Borstel
0170	DE-Bs68	PTB Braunschweig
0171	DE-Ha2	Deutsche Akademie der Naturforscher Leopoldina, Bibliothek, Halle
0172	DE-48	StB Lübeck
0175	DE-M158a	ifo Institut für Wirtschaftsforschung an der Universität München, Bibliothek
0176	DE-Au3	Landschaftsbibliothek, Aurich 
0178
0179	DE-B4	Akademie der Wissenschaften Berlin-Brandenburg (ADW)
0181	DE-B11	Staatliche Museen zu Berlin, Preußischer Kulturbesitz, Kunstbibliothek 
0182	DE-H77	Museum Hamburger Geschichte
0183	DE-H144	Behörde für Stadtentwicklung und Wohnen / Behörde für Umwelt und Energie - Bibliothek Stadtentwicklung, Umwelt und Geologie: Sondersammlung des Geologischen Landesamtes (GLA)  Hamburg
0184	DE-H360	Bucerius Law School, Hamburg
0185	DE-Sra5	Hochschule  Stralsund
0186	DE-519	Hochschule Neubrandenburg
0187	DE-Ki95	Fachhochschule Kiel
0188	DE-J121	Thüringer Landesanstalt für Umwelt und Geologie, Bibliothek 
0191
0192	DE-111	Anhaltische Landesbücherei Dessau -Stadtarchiv Dessau
0195	DE-Ha93	Leibniz Institut für Pflanzenbiochemie, Halle
0198
0201	DE-Ki131	Wehrtechnische Dienststelle für Schiffe und Marinewaffen, Maritime Technologie und Forschung, Bibliothek
0202	DE-Sra6	Deutsches Meeresmuseum, Bibliothek, Stralsund
0203	DE-H189	Museen und Denkmalschutzamt, Hamburg
0204
0205
0206	DE-Brg3	Theologische Hochschule Friedensau, Möckern 
0207	DE-1041	Fachhochschule Westküste, Hochschule für Wirtschaft und Technik, Hochschulbibliothek
0209	DE-Pn1	MPI Evolutionsbiologie, Plön
0211	DE-Gat1	Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK), Gatersleben
0213	DE-551	Hochschule Magdeburg-Stendal, Hochschulbibliothek
0215	DE-Ma54	Max-Planck-Institut für Dynamik Komplexer Technischer Systeme, Bibliothek
0216	DE-Bs78	Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung, Bibliothek
0217	DE-Hv119	Michaeliskloster, Evangelisches Zentrum für Gottesdienst und Kirchenmusik, Bibliothek
0224	DE-2575	Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle
0225	DE-Wim21	MFPA  Weimar
0227	DE-56	StB Braunschweig
0230	DE-552	HS MD-SDL (Stendal)
0231	DE-527	FH Harz Wernigerode
0234	DE-572	Muthesius-Kunsthochschule, Zentrale Hochschulbibliothek 
0235	DE-Hv128	Bibliothek des Nds. Ministeriums für Soziales, Gesundheit und Gleichstellung
0237	DE-Wb12	Stiftung Leucorea, Wittenberg
0240	DE-138	Eutiner Landesbibliothek
0241	DE-B763	Staatliches Institut für Musikforschung - Preußischer Kulturbesitz, Berlin
0244	DE-B41	Geheimes Staatsarchiv Preußischer Kulturbesitz, Berlin
0245	DE-Me7	Justizministerium Meiningen
0250	DE-Ga20	DHGE, Campus Gera, Berufsakademie Thüringen Gera
0252	DE-Bs66	Julius Kühn Institut, Braunschweig 
0254	DE-H11	Bernhard-Nocht-Institut für Tropenmedizin, Hamburg
0255	DE-Bre4	Landeskirche Bremen 
0257	DE-H99	Nordkirchenbibliothek, Hamburg
0259	DE-Star1	Max-Planck-Institut für Ornithologie, Seewiesen
0263
0264	DE-897-1	Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth, Studienort Elsfleth
0265	DE-1158	Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern, Güstrow
0271
0274	DE-478	StB Bremen
0276	DE-455	LEB Flensburg
0278	DE-Ha32	Marienbibliothek, Halle
0280	DE-7-911	Sanskrit-Wörterbuch
0281	DE-Ei6	DHGE, Campus Eisenach, Berufsakademie Thüringen
0282	DE-MUS-448115	Industrie und Filmmuseum, Wolfen
0283	DE-Ha163	Max-Planck-Institut für ethnologische Forschung, Halle
0285	DE-517	UB Potsdam
0286	DE-Hbg1	FH interkulturelle Theologie, Hermannsburg
0287	DE-H20	Ärztekammer Hamburg, Bibliothek des Ärztlichen Vereins
0288
0289
0290	DE-D267	Max-Planck-Institut für Molekulare Zellbiologie, Dresden
0291	DE-Jor1	ESTEBURG Jork
0293	DE-960-3	Bibliothek im Kurt-Schwitters-Forum, Hannover
0294	DE-Wim7	Thüringer Landesamt für Denkmalpflege und Archäologie, Weimar 
0297
0298
0300
0339	DE-B1547	Deutsches Institut für Menschenrechte, Berlin
0340	DE-Shw16	Landesamt für Kultur und Denkmalpflege Mecklenburg-Vorpommern, Landeshauptarchiv, Schwerin
0341	DE-Old3	Ev. Luth. Oberkirchenrat, Oldenburg
0342	DE-Wil5	Carl von Ossietzky Universität Oldenburg, ICBM - Institut für Chemie und Biologie des Meeres
0343	DE-4343	Angell Akademie Freiburg
0344	DE-1322	Akademie Mode und Design, staatlich anerkannte private Hochschule, Hamburg
0345	DE-Wb1	Reformationsgeschichtliche Forschungsbibliothek, Wittenberg
0348	DE-Ngb4	Klinikum Neubrandenburg
0349	DE-Bre3	Übersee-Museum Bremen
0350	DE-2795	Deutsches Historisches Institut (DHI), Paris  
0351	DE-351	StB Wolfsburg
0352	DE-Bs75	Herzog Anton Ulrich-Museum, Braunschweig 
0353	DE-Ei7	SLG Bachhaus Eisenach
0355
0356	DE-Bre10	Focke Museum Bremen 
0357
0358	DE-Bre2	Institut für Seeverkehrswirtschaft und Logistik, Bremen
0359	DE-2957	Institut für Niederdeutsche Sprache, Bremen
0360
0361
0362
0363	DE-Bre11	MPI Marine Mikrobiologie, Bremen
0364
0365	DE-Bre1	Staatsarchiv Bremen
0366	DE-134	StB Bremerhaven
0370	DE-1373	HCU Hamburg
0371
0372	DE-Apn1	Unteroffzschule der Luftwaffe, Appen
0374
0375	DE-B1562	Deutsches Zentrum für Altersfragen e.V. (DZA), Berlin 
0376	DE-B2224	Katholische Hochschule für Sozialwesen, Berlin
0377	DE-B1569	Information Center of the European School of Management and Technology GmbH (esmt Information Center) 
0378	DE-H370	Evangelisches Missionswerk in Deutschland, Hamburg
0379	DE-Hs2	Das Gleimhaus
0380	DE-B1570	Hertie School, Berlin
0381	DE-Ki109	Helmholtz-Zentrum für Ozeanforschung Kiel (GEOMAR), Bibliothek Westufer
0382
0384	DE-Wb2	Stiftung Luthergedenkstetten, Wittenberg
0385	DE-F42	Philosophisch-Theologische Hochschule Sankt Georgen, Bibliothek
0389
0390	DE-579	Jacobs University Bremen
0400	DE-73	StB Magdeburg
0401	DE-114	StB Halberstadt
0402	DE-1276	KB Vechelde
0403	DE-140	StB Gera
0404	DE-189	KB Quedlinburg
0405	DE-196	StB Halle
0406	DE-515	StB Köthen
0407	DE-1862	GB Rhauderfehn
0408	DE-568	StB Zahna
0409	DE-1994	StB Salzdetfurth
0410	DE-Hal2	StKB Haldensleben
0411	DE-74	StKB Meiningen
0412	DE-Na6	StB Naumburg
0413	DE-Z4	StB Zeitz
0414	DE-1243	StB Einbeck
0415	DE-Mer12	StB Merseburg
0416	DE-Sw2	StKB Salzwedel
0417	DE-Gad1	StKB Gardelegen
0418	DE-Gai1	StB Gräfenhainichen
0419	DE-Ko1	StKB Klötze
0420	DE-Gen2	StKB Genthin
0421	DE-We5	StB Ilsenburg
0422	DE-1906	StB Jessen
0423	DE-Ze2	StB Zerbst
0424	DE-1846	StB Sottrum
0425	DE-1202	StB Wittmund
0426	DE-1900	StB Leuna
0427	DE-Gz6	KB Greiz
0428	DE-Wm1	StB Wolmirstedt
0429	DE-2381	Bibliothek Bad Tennstedt
0430	DE-1910	StB Bad Dürrenberg
0431
0432	DE-Sho3	StB Schönebeck/Elbe
0433	DE-San4	StB Sangerhausen
0434	DE-We6	StB Blankenburg
0435	DE-Bbg10	StB Bernburg
0436	DE-1908	StB Braunsbedra
0437	DE-We14	Musikbibliothek Michaelstein
0438	DE-1357	StB Brotterode
0439	DE-Brg1	StB Burg
0440
0441	DE-1897	StB Coswig
0442	DE-1258	StB Melle
0443	DE-228	StB Hameln
0444	DE-Ha101	Händel-Haus, Halle
0445	DE-1168	StB Bremervörde
0446	DE-718	StB Burgdorf
0447	DE-1236	StB Hermsdorf
0448	DE-1855	StB Wiesmoor
0449	DE-1026	StB Delmenhorst
0450	DE-1883	StB Schortens
0451	DE-1213	StB Holzminden
0452	DE-1829	Bücherei Isenbüttel
0453	DE-717	StB Bad Pyrmont
0454	DE-1903	StB Mücheln
0455	DE-1077	StB Verden
0459
0460	DE-We4	StB Wernigerode
0462	DE-968	GB Wedemark
0463	DE-1858	StB Bleicherode
0465	DE-Wol4	StB Bitterfeld-Wolfen
0466	DE-1225	StB Bad Frankenhausen
0467	DE-580	Fachstelle Erfurt
0468	DE-Ha162	Fachstelle Halle
0469	DE-1161	StB Mühlhausen
0470	DE-Ste3	StB Stendal
0471	DE-158	StB Sondershausen
0472	DE-285	StB Göttingen
0473
0474	DE-1238	StB Gotha
0475	DE-1178	StKB Schmölln
0476	DE-1356	GB Breitungen
0477	DE-1358	StB Gerstungen
0478	DE-78	StB Rudolstadt
0479	DE-1165	StB Eisenberg
0480	DE-1034	GB Stelle
0481	DE-728	Bibliothek Waldmühle
0482	DE-182	StKB Arnstadt
0483	DE-Je1	Mariengymnasium Jever
0484	DE-1235	StB Apolda
0485	DE-1160	StB Artern
0486	DE-1935	StB Bad Berka
0487	DE-1353	StB Bad Blankenburg
0488
0489	DE-1162	StB Bad Langensalza
0490
0491
0493	DE-1039	StB Wunstorf
0494	DE-721	StB Garbsen
0495	DE-731	StB Wilhelmshaven
0496	DE-Y9	Orient-Institut Beirut
0498	DE-112	StB Eisenach
0499	DE-63	RB Erfurt
0500
0501	DE-1159	StB Heiligenstadt
0503	DE-1237	Bibliothek Ilmenau
0504	DE-1207	SGB Artland
0505	DE-1355	StB Kölleda
0508	DE-1242	StB Leinefelde
0509	DE-1098	StB Georgsmarienhütte
0510	DE-2290	StB Blankenhain
0511
0512
0514	DE-1220	StB Meuselwitz
0515	DE-720	Mediothek Diepholz
0516	DE-1907	MZ Unstrut-Hainich-Kreis
0517	DE-1354	StB Neustadt/Orla
0518	DE-518	StB Weimar
0519	DE-No10	StB Nordhausen
0521	DE-1241	StB Pößneck
0522
0523	DE-1221	StB Ronneburg
0524	DE-1025	GB Adendorf
0525	DE-1227	StB Ruhla
0526
0527	DE-1215	StKB Sömmerda
0528	DE-Sob11	StKB Sonneberg
0529	DE-1987	StB Stadtilm
0530
0531	DE-135	StB Darmstadt
0532	DE-1352	StB Steinbach-Hallenberg
0533	DE-194	StB Suhl
0534	DE-1894	StB Tambach-Dietharz
0535	DE-725	StB Nordhorn
0537	DE-947	StB Buxtehude
0538
0539	DE-1223	StB Worbis
0540	DE-Zm4	StKB Zella-Mehlis
0541	DE-1124	GB Sande
0546	DE-1188	KB Wendeburg
0547
0548	DE-1821	StB Bergen
0549	DE-1851	Mediothek Friedeburg
0550	DE-730	StKB Uelzen
0552	DE-1339	Bücherei Jork
0553	DE-1839	GB Weyhe
0554	DE-1909	GB Droyßig
0555	DE-1143	KB Edemissen
0557	DE-557	StKB Bad Salzungen
0558	DE-Osh1	StB Oschersleben
0559	DE-559	StKB Saalfeld
0560	DE-560	StKB Schmalkalden
0561	DE-561	StB Neuhaus
0562	DE-2269	StB Zetel
0563	CH-000082-3	StB Schaffhausen
0565	DE-565	StKB Hildburghausen
0566	DE-896	StB Stade
0567	DE-456	StB Bad Harzburg
0568	DE-1924	Bibliothek Mihla
0569	DE-1923	Mediothek Bunde
0570	DE-570	StB Zeulenroda
0571	DE-Zev1	StB Zeven
0572	DE-1186	Fahrbücherei Cuxhaven
0573	DE-1199	StB Norden
0574	DE-1350	StB Tostedt
0576	DE-118	Ratsbücherei Lüneburg
0577	DE-Stf3	RB Staßfurt
0578	DE-266	StB Peine
0579	DE-1852	StB Dissen
0581	DE-Ws6	StB Weißenfels
0582	DE-Wb6	StB Wittenberg
0583	DE-1134	GB Hesel
0585	DE-1027	KB Lüneburg
0586	DE-722	StB Gifhorn
0587	DE-1247	Ev. ÖB Papenburg
0588	DE-1174	StB Aurich
0590	DE-223	StB Celle
0591	DE-1372	KB Hohenhameln
0592	DE-723	StB Leer
0593	DE-1253	KB Ilsede
0594	DE-2831	Fachakademie für Gemeindepastoral im Bistum Magdeburg
0596	DE-1285	GB Hude
0597	DE-Y11	Orient-Institut, Istanbul
0600	DE-Wa1	Leibniz-Institut für Ostseeforschung, Warnemünde
0601	DE-18-306	Bibliotheks- und Informationsservice (BIS) für Erdsystemforschung und MPI Meteorologie, Hamburg
0603	DE-B1556	Ev. Hochschule, Berlin
0604	DE-Hel1	Ehem. UB Helmstedt
0605	DE-B1578	Institute for Cultural Inquiry, Berlin
0606	DE-B1549	Stiftung Topographie des Terrors, Berlin
0607	DE-H373	Institut für Theolologie und Frieden, Hamburg
0608	DE-H369	Kuratorium für Forschung im Küsteningenieurwesen (KFKI), Hamburg
0609
0611	DE-2627	Maecenata Stiftung, Berlin
0612	DE-H2	Bundesamt für Seeschifffahrt und Hydrographie, Hamburg
0613
0616	DE-Hil8	Center of World Music (CWM), Hildesheim
0617	DE-Hv137	Leibniz Fachhochschule Hannover
0618	DE-B1582	Bibliothek des Konservatismus, Berlin
0619	DE-Os8	Bundesstiftung Umwelt, Osnabrück
0632	DE-476	Stadtarchiv Kiel
0633	DE-H49	Gelehrtenschule Johanneum, Hamburg
0634	DE-Gz1	Staatliche Bücher- und Kupferstichsammlung, Greiz 
0635	DE-B2138	Zentrum Moderner Orient (ZMO), Berlin
0636	DE-H357	Institut für Sozialforschung (HIS), Hamburg
0640	DE-205	Commerzbibliothek der Handelskammer, Hamburg
0642
0644
0646	DE-Rhn2	Mathias Hochschule Rheine
0647	DE-Bre14	Leibniz-Zentrum für Marine Tropenforschung, Bremen
0648	DE-1942	EBS Universität für Wirtschaft und Recht, Oestrich-Winkel / Wiesbaden
0649
0650
0651	DE-MUS-804515	Halberstadt Bibliotheken
0652	DE-1826	Bibliothek der International Psychoanalytic University Berlin (IPU)
0653	DE-Krh2	Institut für Qualitätssicherung Schleswig-Holstein, Kronshagen
0654
0655	DE-2840	Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa, Oldenburg
0656
0657	DE-Bre12	Forschungsstelle Osteuropa an der Universität Bremen
0658
0659
0661
0662	DE-Sta5	Landschaftsverband Stade
0663	DE-B1594	Wissenschaftskolleg Berlin
0664	DE-Brk1	Zentrum für Mission und Ökumene, Breklum
0665	DE-1811-AU	Nds. Landesarchiv / Aurich
0666	DE-Hv133	Nieders. Justizministerium
0673	DE-H376	Kühne Logistic University (KLU), Hamburg
0674
0675	DE-Sta4	Stadtarchiv, Hansestadt Stade
0676	DE-Po86	Stiftung Preußische Schlösser und Gärten (PSG), Potsdam
0677	DE-485	Stadtarchiv Celle
0678	DE-Ner1	Ruppiner Kliniken, Neuruppin
0681
0682	DE-Z2	Vereinigte Domstifter zu Merseburg und Naumburg und des Kollegiatstifts Zeitz, Stiftsbibliothek und Stiftsarchiv Zeitz
0683
0684	DE-MUS-784114	Nds. Landesmuseen Oldenburg
0687	DE-H66	Asklepios Medical School, Hamburg
0688	DE-Ma33	Kulturhistorisches Museum und Museum für Naturkunde,  Magdeburg
0689	DE-2719	Deutsches Zentrum Neurodegenerativer Erkrankungen, Bonn
0690	DE-2469	Archiv Landkreis Cuxhaven
0691
0692	DE-We21	Harzbücherei Wernigerode
0693	DE-1955	Europäisches Romanik Zentrum, Merseburg
0694	DE-Po82	Zentrum Zeithistorische Forchung (ZZF), Potsdam
0695	DE-1911	Hochschule für Künste im Sozialen, Ottersberg
0696	DE-H5	Statistisches Amt für Hamburg und Schleswig-Holstein, Standort Hamburg, Informationszentrum
0697	DE-Y8	Deutsches Historisches Institut, Washington
0698	DE-Ha117	Kulturstiftung Sachsen-Anhalt, Zentralbibliothek Halle (Saale)
0702	DE-B226	Max-Planck-Institut für Wissenschaftsgeschichte, Berlin
0703
0707	DE-2173	Leibniz-Institut für Wirtschaftsforschung, Halle
0708	DE-Hv129	Akademie für Raumforschung und Landesplanung (ARL), Hannover
0709	DE-MUS-027614	Kunsthalle Bremen
0710
0711	DE-Bd7	Städtisches Klinikum, Brandenburg - Medizinische Hochschule Theodor Fontane
0721	DE-Bo1	Landschaftsverband Rheinland - Landesmuseum Bonn
0722	DE-2478	Landschaftsverband Rheinland - Bibliothek der Zentralverwalung
0723	DE-2484	Landschaftsverband Rheinland - Amt für Denkmalpflege Rheinland
0724	DE-Bo56	Landschaftsverband Rheinland - Klinik Bonn
0725	DE-2488	Landschaftsverband Rheinland - Klink Köln
0726	DE-2522	Landschaftsverband Rheinland - Klinik Düsseldorf
0727
0728
0729	DE-MUS-272319	Landschaftsverband Rheinland - Industriemuseum, Oberhausen
0730
0731	DE-2673	Landschaftsverband Rheinland - Amt für Denkmalpflege im Rheinland
0732	DE-MUS-150818	Landschaftsverband Rheinland - Archäologischer Park, Xanten
0734	DE-MUS-377513	Landschaftsverband Rheinland - Freilichtmuseum Lindlar
0735	DE-2086	Landschaftsverband Rheinland - Institut für Landeskunde
0736	DE-Bn3	BA Bautzen
0737
0738	DE-4028	Deutsches Institut für Urbanistik, Berlin
0751	DE-1899	SRH FH für Gesundheit Gera
0752	DE-Y4	Max-Planck-Institut für Psycholinguistik, Njimegen
0754	DE-B1532	Max-Planck-Institut für Bildungsforschung, Berlin
0755
0756	DE-2783	Diözesanbibliothek Osnabrück
0758	DE-18-174	Leibniz-Institut für Medienforschung Hans-Bredow-Institut Hamburg
0788	DE-Hv122a	Niedersächsisches Landesmuseum, Hannover
0789	DE-Wim11	Zentralklinik, Bad Berka 
0791	DE-Hil6	Dombibliothek Hildesheim
0803
0804	DE-2474	Fachhochschule  Clara Hoffbauer, Potsdam
0807	DE-Wb1	Reformgeschichtliche Forschungsbibliothek, Wittenberg
0808	DE-2567	University of Europe for Applied Sciences, Hamburg
0809
0810	DE-B464	Hochschule für Musik Hanns Eisler, Berlin
0811	DE-Alz1	FH für Verwaltung und Dienstleistung, Standort Altenholz
0812	DE-Hil1	Stadt Hildesheim : Roemer- und Pelizaeus-Museum - Bibliothek
0813	DE-Mue73	Diözesanbibliothek Münster
0814
0885	DE-2161	Historische Bibliothek Güstrow
1003	DE-MUS-125322	Kreisarchäologie Rotenburg 
1005
1008	DE-MUS-304812	Museum Rammelsberg
1009	DE-MUS-233512	Theater Figuren Museum, Lübeck
1011	DE-2361	Türkisches Kulturzentrum, Berlin
1012	DE-Je1	Mariengymnasium Jever
1014	DE-MUS-233512	Europäische Hansemuseum, Lübeck
1015	DE-H30	Verein Hamburgische Geschichte
1016	DE-198	Regionalbibliothek Neubrandenburg
1017	DE-2410	Kreisarchiv Stormarn
1018	DE-Bv4	Stadtarchiv Bremerhaven
1019
1020
1021	DE-B2044	Institut für Hochschulforschung (HoF) an der Martin-Luther-Universität
1022	DE-2925	Kreisarchiv Verden
1023	DE-B1599	Rosa-Luxemburg-StiftungRosa-Luxemburg-Stiftung
1025
1026	DE-Mue78	Bibliothek der Kapuziner, Münster
1027
1030
1031	DE-B1575	Bauhausarchiv Museum für Gestaltung, Berlin
1032	DE-3070	Stiftung Berliner Leben -Martha Cooper Library, Berlin
1033	DE-MUS-089518	Museum Lüneburg
1115	DE-5115	Casa di Goethe, Rom
1118
1119	DE-4047	Hans Arnhold Center Library and Archive, American Academy, Berlin
1120	DE-H188	Historische Bibliothek Christianeum Hamburg
1121
2001	DE-21	Universitätsbibliothek Tübingen
2002	DE-21-112	Universität Tübingen, Fakultät für Biologie, Bibliothek
2003	DE-25	Universitätsbibliothek Freiburg
2004	DE-25-1	Universität Freiburg, Pathologisches Institut
2005	DE-Sa23	Landtag des Saarlandes, Landtag des Saarlandes - Archiv
2006	DE-14	Sächsische Landesbibliothek - Staats- und Universitätsbibliothek (SLUB)
2007	DE-352	Universität Konstanz, Kommunikations-, Informations-, Medienzentrum (KIM)
2008	DE-24	Württembergische Landesbibliothek
2009	DE-180	Universität Mannheim, Universitätsbibliothek
2010	DE-15	Universitätsbibliothek Leipzig
2011	DE-16	Universitätsbibliothek Heidelberg
2012	DE-16-31	Universität Heidelberg, Archäologisches Institut
2013	DE-16-250	Universitätsbibliographie der Universität Heidelberg
2014	DE-Ka85	Karlsruher Institut für Technologie, KIT-Bibliothek / Zentralbibliothek Nord
2015	DE-93	Universitätsbibliothek Stuttgart
2016	DE-93-2	Universität Stuttgart, Institut für Funktionelle Materie und Quantentechnologien
2017	DE-576	Bibliotheksservice-Zentrum
2018	DE-31	Badische Landesbibliothek
2019	DE-Tue135	Index theologicus (IxTheo) der Universitätsbibliothek Tübingen
2020	DE-Ch1	Universitätsbibliothek Chemnitz
2021	DE-289	Kommunikations- u. Informationszentrum Universität Ulm (kiz)
2023	DE-Ka26	Bundesverfassungsgericht
2024	DE-B208	Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht, Heidelberg
2025	DE-Frei129	Pädagogische Hochschule Freiburg
2026	DE-100-110	Universität Hohenheim, Institut für Angewandte Mathematik und Statistik
2027	DE-105	TU Bergakademie Freiberg
2028
2031	DE-Lg1	Pädagogische Hochschule Ludwigsburg
2032	DE-122	Stadtbibliothek Ulm
2033	DE-208	Bundesgerichtshof
2034	DE-Rt2	Hochschulbibliothek Reutlingen der Pädagogischen Hochschule Ludwigsburg und der Fachhochschule Reutlingen
2035	DE-Sp3	Deutsche Universität für Verwaltungswissenschaften Speyer
2036	DE-Stg117	Landeskirchliche Zentralbibliothek Stuttgart 
2037	DE-747	PH Weingarten - Hochschulbibliothek
2038	DE-752	Pädagogische Hochschule Schwäbisch Gmünd
2039	DE-He76	Bibliothek der Pädagogischen Hochschule Heidelberg
2040	DE-212	Institut für Auslandsbeziehungen Stuttgart
2041	DE-Frei85	Max-Planck-Institut zur Erforschung von Kriminalität, Sicherheit und Recht - Bibliothek -
2042	DE-M504	Goethe-Institut Zentrale München
2043	DE-Mar1	Deutsches Literaturarchiv Marbach
2044	DE-751	Hochschulbibliothek Karlsruhe
